type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Zip Code,23241,Other,21-Jul,0,0,4/8/2023
Zip Code,23241,Other,21-Aug,0,0,4/8/2023
Zip Code,23241,Other,21-Sep,0,0,4/8/2023
Zip Code,23241,Other,21-Oct,0,0,4/8/2023
Zip Code,23241,Other,21-Nov,0,0,4/8/2023
Zip Code,23241,Other,21-Dec,0,0,4/8/2023
Zip Code,23241,Other,22-Jan,0,0,4/8/2023
Zip Code,23241,Other,22-Feb,0,0,4/8/2023
Zip Code,23241,Other,22-Mar,0,0,4/8/2023
Zip Code,23241,Other,22-Apr,0,0,4/8/2023
Zip Code,23241,Other,22-May,0,0,4/8/2023
Zip Code,23241,Other,22-Jun,0,0,4/8/2023
Zip Code,23241,Other,22-Jul,0,0,4/8/2023
Zip Code,23241,Other,22-Aug,0,0,4/8/2023
Zip Code,23241,Other,22-Sep,0,0,4/8/2023
Zip Code,23241,Other,22-Oct,0,0,4/8/2023
Zip Code,23241,Other,22-Nov,0,0,4/8/2023
Zip Code,23241,Other,22-Dec,0,0,4/8/2023
Zip Code,23241,Other,23-Jan,0,0,4/8/2023
Zip Code,23241,Other,23-Feb,0,0,4/8/2023
Zip Code,23241,Other,23-Mar,0,0,4/8/2023
Zip Code,23241,Other,23-Apr,0,0,4/8/2023
Zip Code,23249,Other,20-Jan,0,0,4/8/2023
Zip Code,23249,Other,20-Feb,0,0,4/8/2023
Zip Code,23249,Other,20-Mar,0,0,4/8/2023
Zip Code,23249,Other,20-Apr,0,0,4/8/2023
Zip Code,23249,Other,20-May,0,0,4/8/2023
Zip Code,23249,Other,20-Jun,0,0,4/8/2023
Zip Code,23249,Other,20-Jul,0,0,4/8/2023
Zip Code,23249,Other,20-Aug,0,0,4/8/2023
Zip Code,23249,Other,20-Sep,0,0,4/8/2023
Zip Code,23249,Other,20-Oct,0,0,4/8/2023
Zip Code,23249,Other,20-Nov,0,0,4/8/2023
Zip Code,23249,Other,20-Dec,0,0,4/8/2023
Zip Code,23249,Other,21-Jan,0,0,4/8/2023
Zip Code,23249,Other,21-Feb,0,0,4/8/2023
Zip Code,23249,Other,21-Mar,0,0,4/8/2023
Zip Code,23249,Other,21-Apr,0,0,4/8/2023
Zip Code,23249,Other,21-May,0,0,4/8/2023
Zip Code,23249,Other,21-Jun,0,0,4/8/2023
Zip Code,23249,Other,21-Jul,0,0,4/8/2023
Zip Code,23249,Other,21-Aug,0,0,4/8/2023
Zip Code,23249,Other,21-Sep,0,0,4/8/2023
Zip Code,23249,Other,21-Oct,0,0,4/8/2023
Zip Code,23249,Other,21-Nov,0,0,4/8/2023
Zip Code,23249,Other,21-Dec,0,0,4/8/2023
Zip Code,23249,Other,22-Jan,0,0,4/8/2023
Zip Code,23249,Other,22-Feb,0,0,4/8/2023
Zip Code,23249,Other,22-Mar,0,0,4/8/2023
Zip Code,23249,Other,22-Apr,0,0,4/8/2023
Zip Code,23249,Other,22-May,0,0,4/8/2023
Zip Code,23249,Other,22-Jun,0,0,4/8/2023
Zip Code,23249,Other,22-Jul,0,0,4/8/2023
Zip Code,23249,Other,22-Aug,0,0,4/8/2023
Zip Code,23249,Other,22-Sep,0,0,4/8/2023
Zip Code,23249,Other,22-Oct,0,0,4/8/2023
Zip Code,23249,Other,22-Nov,0,0,4/8/2023
Zip Code,23249,Other,22-Dec,0,0,4/8/2023
Zip Code,23249,Other,23-Jan,0,0,4/8/2023
Zip Code,23249,Other,23-Feb,0,0,4/8/2023
Zip Code,23249,Other,23-Mar,0,0,4/8/2023
Zip Code,23249,Other,23-Apr,0,0,4/8/2023
Zip Code,23260,Other,20-Jan,0,0,4/8/2023
Zip Code,23260,Other,20-Feb,0,0,4/8/2023
Zip Code,23260,Other,20-Mar,0,0,4/8/2023
Zip Code,23260,Other,20-Apr,0,0,4/8/2023
Zip Code,23260,Other,20-May,0,0,4/8/2023
Zip Code,23260,Other,20-Jun,0,0,4/8/2023
Zip Code,23260,Other,20-Jul,0,0,4/8/2023
Zip Code,23260,Other,20-Aug,0,0,4/8/2023
Zip Code,23260,Other,20-Sep,0,0,4/8/2023
Zip Code,23260,Other,20-Oct,0,0,4/8/2023
Zip Code,23260,Other,20-Nov,0,0,4/8/2023
Zip Code,23260,Other,20-Dec,0,0,4/8/2023
Zip Code,23260,Other,21-Jan,0,0,4/8/2023
Zip Code,23260,Other,21-Feb,0,0,4/8/2023
Zip Code,23260,Other,21-Mar,0,0,4/8/2023
Zip Code,23260,Other,21-Apr,0,0,4/8/2023
Zip Code,23260,Other,21-May,0,0,4/8/2023
Zip Code,23260,Other,21-Jun,0,0,4/8/2023
Zip Code,23260,Other,21-Jul,0,0,4/8/2023
Zip Code,23260,Other,21-Aug,0,0,4/8/2023
Zip Code,23260,Other,21-Sep,0,0,4/8/2023
Zip Code,23260,Other,21-Oct,0,0,4/8/2023
Zip Code,23260,Other,21-Nov,0,0,4/8/2023
Zip Code,23260,Other,21-Dec,0,0,4/8/2023
Zip Code,23260,Other,22-Jan,0,0,4/8/2023
Zip Code,23260,Other,22-Feb,0,0,4/8/2023
Zip Code,23260,Other,22-Mar,0,0,4/8/2023
Zip Code,23260,Other,22-Apr,0,0,4/8/2023
Zip Code,23260,Other,22-May,0,0,4/8/2023
Zip Code,23260,Other,22-Jun,0,0,4/8/2023
Zip Code,23260,Other,22-Jul,0,0,4/8/2023
Zip Code,23260,Other,22-Aug,0,0,4/8/2023
Zip Code,23260,Other,22-Sep,0,0,4/8/2023
Zip Code,23260,Other,22-Oct,0,0,4/8/2023
Zip Code,23260,Other,22-Nov,0,0,4/8/2023
Zip Code,23260,Other,22-Dec,0,0,4/8/2023
Zip Code,23260,Other,23-Jan,0,0,4/8/2023
Zip Code,23260,Other,23-Feb,0,0,4/8/2023
Zip Code,23260,Other,23-Mar,0,0,4/8/2023
Zip Code,23260,Other,23-Apr,0,0,4/8/2023
Zip Code,23261,Other,20-Jan,0,0,4/8/2023
Zip Code,23261,Other,20-Feb,0,0,4/8/2023
Zip Code,23261,Other,20-Mar,0,0,4/8/2023
Zip Code,23261,Other,20-Apr,0,0,4/8/2023
Zip Code,23261,Other,20-May,0,0,4/8/2023
Zip Code,23261,Other,20-Jun,0,0,4/8/2023
Zip Code,23261,Other,20-Jul,0,0,4/8/2023
Zip Code,23261,Other,20-Aug,0,0,4/8/2023
Zip Code,23261,Other,20-Sep,0,0,4/8/2023
Zip Code,23261,Other,20-Oct,0,0,4/8/2023
Zip Code,23261,Other,20-Nov,0,0,4/8/2023
Zip Code,23261,Other,20-Dec,0,0,4/8/2023
Zip Code,23261,Other,21-Jan,0,0,4/8/2023
Zip Code,23261,Other,21-Feb,0,0,4/8/2023
Zip Code,23261,Other,21-Mar,0,0,4/8/2023
Zip Code,23261,Other,21-Apr,0,0,4/8/2023
Zip Code,23261,Other,21-May,0,0,4/8/2023
Zip Code,23261,Other,21-Jun,0,0,4/8/2023
Zip Code,23261,Other,21-Jul,0,0,4/8/2023
Zip Code,23261,Other,21-Aug,0,0,4/8/2023
Zip Code,23261,Other,21-Sep,0,0,4/8/2023
Zip Code,23261,Other,21-Oct,0,0,4/8/2023
Zip Code,23261,Other,21-Nov,0,0,4/8/2023
Zip Code,23261,Other,21-Dec,0,0,4/8/2023
Zip Code,23261,Other,22-Jan,0,0,4/8/2023
Zip Code,23261,Other,22-Feb,0,0,4/8/2023
Zip Code,23261,Other,22-Mar,0,0,4/8/2023
Zip Code,23261,Other,22-Apr,0,0,4/8/2023
Zip Code,23261,Other,22-May,0,0,4/8/2023
Zip Code,23261,Other,22-Jun,0,0,4/8/2023
Zip Code,23261,Other,22-Jul,0,0,4/8/2023
Zip Code,23261,Other,22-Aug,0,0,4/8/2023
Zip Code,23261,Other,22-Sep,0,0,4/8/2023
Zip Code,23261,Other,22-Oct,0,0,4/8/2023
Zip Code,23261,Other,22-Nov,0,0,4/8/2023
Zip Code,23261,Other,22-Dec,0,0,4/8/2023
Zip Code,23261,Other,23-Jan,0,0,4/8/2023
Zip Code,23261,Other,23-Feb,0,0,4/8/2023
Zip Code,23261,Other,23-Mar,0,0,4/8/2023
Zip Code,23261,Other,23-Apr,0,0,4/8/2023
Zip Code,23269,Other,20-Jan,0,0,4/8/2023
Zip Code,23269,Other,20-Feb,0,0,4/8/2023
Zip Code,23269,Other,20-Mar,0,0,4/8/2023
Zip Code,23269,Other,20-Apr,0,0,4/8/2023
Zip Code,23269,Other,20-May,0,0,4/8/2023
Zip Code,23269,Other,20-Jun,0,0,4/8/2023
Zip Code,23269,Other,20-Jul,0,0,4/8/2023
Zip Code,23269,Other,20-Aug,0,0,4/8/2023
Zip Code,23269,Other,20-Sep,0,0,4/8/2023
Zip Code,23269,Other,20-Oct,0,0,4/8/2023
Zip Code,23269,Other,20-Nov,0,0,4/8/2023
Zip Code,23269,Other,20-Dec,0,0,4/8/2023
Zip Code,23269,Other,21-Jan,0,0,4/8/2023
Zip Code,23269,Other,21-Feb,0,0,4/8/2023
Zip Code,23269,Other,21-Mar,0,0,4/8/2023
Zip Code,23269,Other,21-Apr,0,0,4/8/2023
Zip Code,23269,Other,21-May,0,0,4/8/2023
Zip Code,23269,Other,21-Jun,0,0,4/8/2023
Zip Code,23269,Other,21-Jul,0,0,4/8/2023
Zip Code,23269,Other,21-Aug,0,0,4/8/2023
Zip Code,23269,Other,21-Sep,0,0,4/8/2023
Zip Code,23269,Other,21-Oct,0,0,4/8/2023
Zip Code,23269,Other,21-Nov,0,0,4/8/2023
Zip Code,23269,Other,21-Dec,0,0,4/8/2023
Zip Code,23269,Other,22-Jan,0,0,4/8/2023
Zip Code,23269,Other,22-Feb,0,0,4/8/2023
Zip Code,23269,Other,22-Mar,0,0,4/8/2023
Zip Code,23269,Other,22-Apr,0,0,4/8/2023
Zip Code,23269,Other,22-May,0,0,4/8/2023
Zip Code,23269,Other,22-Jun,0,0,4/8/2023
Zip Code,23269,Other,22-Jul,0,0,4/8/2023
Zip Code,23269,Other,22-Aug,0,0,4/8/2023
Zip Code,23269,Other,22-Sep,0,0,4/8/2023
Zip Code,23269,Other,22-Oct,0,0,4/8/2023
Zip Code,23269,Other,22-Nov,0,0,4/8/2023
Zip Code,23269,Other,22-Dec,0,0,4/8/2023
Zip Code,23269,Other,23-Jan,0,0,4/8/2023
Zip Code,23269,Other,23-Feb,0,0,4/8/2023
Zip Code,23269,Other,23-Mar,0,0,4/8/2023
Zip Code,23269,Other,23-Apr,0,0,4/8/2023
Zip Code,23284,Other,20-Jan,0,0,4/8/2023
Zip Code,23284,Other,20-Feb,0,0,4/8/2023
Zip Code,23284,Other,20-Mar,0,0,4/8/2023
Zip Code,23284,Other,20-Apr,0,0,4/8/2023
Zip Code,23284,Other,20-May,0,0,4/8/2023
Zip Code,23284,Other,20-Jun,0,0,4/8/2023
Zip Code,23284,Other,20-Jul,0,0,4/8/2023
Zip Code,23284,Other,20-Aug,0,0,4/8/2023
Zip Code,23284,Other,20-Sep,0,0,4/8/2023
Zip Code,23284,Other,20-Oct,0,0,4/8/2023
Zip Code,23284,Other,20-Nov,0,0,4/8/2023
Zip Code,23284,Other,20-Dec,0,0,4/8/2023
Zip Code,23284,Other,21-Jan,0,0,4/8/2023
Zip Code,23284,Other,21-Feb,0,0,4/8/2023
Zip Code,23284,Other,21-Mar,0,0,4/8/2023
Zip Code,23284,Other,21-Apr,0,0,4/8/2023
Zip Code,23284,Other,21-May,0,0,4/8/2023
Zip Code,23284,Other,21-Jun,0,0,4/8/2023
Zip Code,23284,Other,21-Jul,0,0,4/8/2023
Zip Code,23284,Other,21-Aug,0,0,4/8/2023
Zip Code,23284,Other,21-Sep,0,0,4/8/2023
Zip Code,23284,Other,21-Oct,0,0,4/8/2023
Zip Code,23284,Other,21-Nov,0,0,4/8/2023
Zip Code,23284,Other,21-Dec,0,0,4/8/2023
Zip Code,23284,Other,22-Jan,0,0,4/8/2023
Zip Code,23284,Other,22-Feb,0,0,4/8/2023
Zip Code,23284,Other,22-Mar,0,0,4/8/2023
Zip Code,23284,Other,22-Apr,0,0,4/8/2023
Zip Code,23284,Other,22-May,0,0,4/8/2023
Zip Code,23284,Other,22-Jun,0,0,4/8/2023
Zip Code,23284,Other,22-Jul,0,0,4/8/2023
Zip Code,23284,Other,22-Aug,0,0,4/8/2023
Zip Code,23284,Other,22-Sep,0,0,4/8/2023
Zip Code,23284,Other,22-Oct,0,0,4/8/2023
Zip Code,23284,Other,22-Nov,0,0,4/8/2023
Zip Code,23284,Other,22-Dec,0,0,4/8/2023
Zip Code,23284,Other,23-Jan,0,0,4/8/2023
Zip Code,23284,Other,23-Feb,0,0,4/8/2023
Zip Code,23284,Other,23-Mar,0,0,4/8/2023
Zip Code,23284,Other,23-Apr,0,0,4/8/2023
Zip Code,23286,Other,20-Jan,0,0,4/8/2023
Zip Code,23286,Other,20-Feb,0,0,4/8/2023
Zip Code,23286,Other,20-Mar,0,0,4/8/2023
Zip Code,23286,Other,20-Apr,0,0,4/8/2023
Zip Code,23286,Other,20-May,0,0,4/8/2023
Zip Code,23286,Other,20-Jun,0,0,4/8/2023
Zip Code,23286,Other,20-Jul,0,0,4/8/2023
Zip Code,23286,Other,20-Aug,0,0,4/8/2023
Zip Code,23286,Other,20-Sep,0,0,4/8/2023
Zip Code,23286,Other,20-Oct,0,0,4/8/2023
Zip Code,23286,Other,20-Nov,0,0,4/8/2023
Zip Code,23286,Other,20-Dec,0,0,4/8/2023
Zip Code,23286,Other,21-Jan,0,0,4/8/2023
Zip Code,23286,Other,21-Feb,0,0,4/8/2023
Zip Code,23286,Other,21-Mar,0,0,4/8/2023
Zip Code,23286,Other,21-Apr,0,0,4/8/2023
Zip Code,23286,Other,21-May,0,0,4/8/2023
Zip Code,23286,Other,21-Jun,0,0,4/8/2023
Zip Code,23286,Other,21-Jul,0,0,4/8/2023
Zip Code,23286,Other,21-Aug,0,0,4/8/2023
Zip Code,23286,Other,21-Sep,0,0,4/8/2023
Zip Code,23286,Other,21-Oct,0,0,4/8/2023
Zip Code,23286,Other,21-Nov,0,0,4/8/2023
Zip Code,23286,Other,21-Dec,0,0,4/8/2023
Zip Code,23286,Other,22-Jan,0,0,4/8/2023
Zip Code,23286,Other,22-Feb,0,0,4/8/2023
Zip Code,23286,Other,22-Mar,0,0,4/8/2023
Zip Code,23286,Other,22-Apr,0,0,4/8/2023
Zip Code,23286,Other,22-May,0,0,4/8/2023
Zip Code,23286,Other,22-Jun,0,0,4/8/2023
Zip Code,23286,Other,22-Jul,0,0,4/8/2023
Zip Code,23286,Other,22-Aug,0,0,4/8/2023
Zip Code,23286,Other,22-Sep,0,0,4/8/2023
Zip Code,23286,Other,22-Oct,0,0,4/8/2023
Zip Code,23286,Other,22-Nov,0,0,4/8/2023
Zip Code,23286,Other,22-Dec,0,0,4/8/2023
Zip Code,23286,Other,23-Jan,0,0,4/8/2023
Zip Code,23286,Other,23-Feb,0,0,4/8/2023
Zip Code,23286,Other,23-Mar,0,0,4/8/2023
Zip Code,23286,Other,23-Apr,0,0,4/8/2023
Zip Code,23293,Other,20-Jan,0,0,4/8/2023
Zip Code,23293,Other,20-Feb,0,0,4/8/2023
Zip Code,23293,Other,20-Mar,0,0,4/8/2023
Zip Code,23293,Other,20-Apr,0,0,4/8/2023
Zip Code,23293,Other,20-May,0,0,4/8/2023
Zip Code,23293,Other,20-Jun,0,0,4/8/2023
Zip Code,23293,Other,20-Jul,0,0,4/8/2023
Zip Code,23293,Other,20-Aug,0,0,4/8/2023
Zip Code,23293,Other,20-Sep,0,0,4/8/2023
Zip Code,23293,Other,20-Oct,0,0,4/8/2023
Zip Code,23293,Other,20-Nov,0,0,4/8/2023
Zip Code,23293,Other,20-Dec,0,0,4/8/2023
Zip Code,23293,Other,21-Jan,0,0,4/8/2023
Zip Code,23293,Other,21-Feb,0,0,4/8/2023
Zip Code,23293,Other,21-Mar,0,0,4/8/2023
Zip Code,23293,Other,21-Apr,0,0,4/8/2023
Zip Code,23293,Other,21-May,0,0,4/8/2023
Zip Code,23293,Other,21-Jun,0,0,4/8/2023
Zip Code,23293,Other,21-Jul,0,0,4/8/2023
Zip Code,23293,Other,21-Aug,0,0,4/8/2023
Zip Code,23293,Other,21-Sep,0,0,4/8/2023
Zip Code,23293,Other,21-Oct,0,0,4/8/2023
Zip Code,23293,Other,21-Nov,0,0,4/8/2023
Zip Code,23293,Other,21-Dec,0,0,4/8/2023
Zip Code,23293,Other,22-Jan,0,0,4/8/2023
Zip Code,23293,Other,22-Feb,0,0,4/8/2023
Zip Code,23293,Other,22-Mar,0,0,4/8/2023
Zip Code,23293,Other,22-Apr,0,0,4/8/2023
Zip Code,23293,Other,22-May,0,0,4/8/2023
Zip Code,23293,Other,22-Jun,0,0,4/8/2023
Zip Code,23293,Other,22-Jul,0,0,4/8/2023
Zip Code,23293,Other,22-Aug,0,0,4/8/2023
Zip Code,23293,Other,22-Sep,0,0,4/8/2023
Zip Code,23293,Other,22-Oct,0,0,4/8/2023
Zip Code,23293,Other,22-Nov,0,0,4/8/2023
Zip Code,23293,Other,22-Dec,0,0,4/8/2023
Zip Code,23293,Other,23-Jan,0,0,4/8/2023
Zip Code,23293,Other,23-Feb,0,0,4/8/2023
Zip Code,23293,Other,23-Mar,0,0,4/8/2023
Zip Code,23293,Other,23-Apr,0,0,4/8/2023
Zip Code,23297,Other,20-Jan,0,0,4/8/2023
Zip Code,23297,Other,20-Feb,0,0,4/8/2023
Zip Code,23297,Other,20-Mar,0,0,4/8/2023
Zip Code,23297,Other,20-Apr,0,0,4/8/2023
Zip Code,23297,Other,20-May,0,0,4/8/2023
Zip Code,23297,Other,20-Jun,0,0,4/8/2023
Zip Code,23297,Other,20-Jul,0,0,4/8/2023
Zip Code,23297,Other,20-Aug,0,0,4/8/2023
Zip Code,23297,Other,20-Sep,0,0,4/8/2023
Zip Code,23297,Other,20-Oct,0,0,4/8/2023
Zip Code,23297,Other,20-Nov,0,0,4/8/2023
Zip Code,23297,Other,20-Dec,0,0,4/8/2023
Zip Code,23297,Other,21-Jan,0,0,4/8/2023
Zip Code,23297,Other,21-Feb,0,0,4/8/2023
Zip Code,23297,Other,21-Mar,0,0,4/8/2023
Zip Code,23297,Other,21-Apr,0,0,4/8/2023
Zip Code,23297,Other,21-May,0,0,4/8/2023
Zip Code,23297,Other,21-Jun,0,0,4/8/2023
Zip Code,23297,Other,21-Jul,0,0,4/8/2023
Zip Code,23297,Other,21-Aug,0,0,4/8/2023
Zip Code,23297,Other,21-Sep,0,0,4/8/2023
Zip Code,23297,Other,21-Oct,0,0,4/8/2023
Zip Code,23297,Other,21-Nov,0,0,4/8/2023
Zip Code,23297,Other,21-Dec,0,0,4/8/2023
Zip Code,23297,Other,22-Jan,0,0,4/8/2023
Zip Code,23297,Other,22-Feb,0,0,4/8/2023
Zip Code,23297,Other,22-Mar,0,0,4/8/2023
Zip Code,23297,Other,22-Apr,0,0,4/8/2023
Zip Code,23297,Other,22-May,0,0,4/8/2023
Zip Code,23297,Other,22-Jun,0,0,4/8/2023
Zip Code,23297,Other,22-Jul,0,0,4/8/2023
Zip Code,23297,Other,22-Aug,0,0,4/8/2023
Zip Code,23297,Other,22-Sep,0,0,4/8/2023
Zip Code,23297,Other,22-Oct,0,0,4/8/2023
Zip Code,23297,Other,22-Nov,0,0,4/8/2023
Zip Code,23297,Other,22-Dec,0,0,4/8/2023
Zip Code,23297,Other,23-Jan,0,0,4/8/2023
Zip Code,23297,Other,23-Feb,0,0,4/8/2023
Zip Code,23297,Other,23-Mar,0,0,4/8/2023
Zip Code,23297,Other,23-Apr,0,0,4/8/2023
Zip Code,23298,Other,20-Jan,0,0,4/8/2023
Zip Code,23298,Other,20-Feb,0,0,4/8/2023
Zip Code,23298,Other,20-Mar,0,0,4/8/2023
Zip Code,23298,Other,20-Apr,0,0,4/8/2023
Zip Code,23298,Other,20-May,0,0,4/8/2023
Zip Code,23298,Other,20-Jun,0,0,4/8/2023
Zip Code,23298,Other,20-Jul,0,0,4/8/2023
Zip Code,23298,Other,20-Aug,0,0,4/8/2023
Zip Code,23298,Other,20-Sep,0,0,4/8/2023
Zip Code,23298,Other,20-Oct,0,0,4/8/2023
Zip Code,23298,Other,20-Nov,0,0,4/8/2023
Zip Code,23298,Other,20-Dec,0,0,4/8/2023
Zip Code,23298,Other,21-Jan,0,0,4/8/2023
Zip Code,23298,Other,21-Feb,0,0,4/8/2023
Zip Code,23298,Other,21-Mar,0,0,4/8/2023
Zip Code,23298,Other,21-Apr,0,0,4/8/2023
Zip Code,23298,Other,21-May,0,0,4/8/2023
Zip Code,23298,Other,21-Jun,0,0,4/8/2023
Zip Code,23298,Other,21-Jul,0,0,4/8/2023
Zip Code,23298,Other,21-Aug,0,0,4/8/2023
Zip Code,23298,Other,21-Sep,0,0,4/8/2023
Zip Code,23298,Other,21-Oct,0,0,4/8/2023
Zip Code,23298,Other,21-Nov,0,0,4/8/2023
Zip Code,23298,Other,21-Dec,0,0,4/8/2023
Zip Code,23298,Other,22-Jan,0,0,4/8/2023
Zip Code,23298,Other,22-Feb,0,0,4/8/2023
Zip Code,23298,Other,22-Mar,0,0,4/8/2023
Zip Code,23298,Other,22-Apr,0,0,4/8/2023
Zip Code,23298,Other,22-May,0,0,4/8/2023
Zip Code,23298,Other,22-Jun,0,0,4/8/2023
Zip Code,23298,Other,22-Jul,0,0,4/8/2023
Zip Code,23298,Other,22-Aug,0,0,4/8/2023
Zip Code,23298,Other,22-Sep,0,0,4/8/2023
Zip Code,23298,Other,22-Oct,0,0,4/8/2023
Zip Code,23298,Other,22-Nov,0,0,4/8/2023
Zip Code,23298,Other,22-Dec,0,0,4/8/2023
Zip Code,23298,Other,23-Jan,0,0,4/8/2023
Zip Code,23298,Other,23-Feb,0,0,4/8/2023
Zip Code,23298,Other,23-Mar,0,0,4/8/2023
Zip Code,23298,Other,23-Apr,0,0,4/8/2023
Zip Code,23803,Black,20-Jan,22,16.75,4/8/2023
Zip Code,23803,Black,20-Feb,22,18,4/8/2023
Zip Code,23803,Black,20-Mar,2,11.5,4/8/2023
Zip Code,23803,Black,20-Apr,0,16.5,4/8/2023
Zip Code,23803,Black,20-May,5,16,4/8/2023
Zip Code,23803,Black,20-Jun,4,21.75,4/8/2023
Zip Code,23803,Black,20-Jul,10,20,4/8/2023
Zip Code,23803,Black,20-Aug,10,20,4/8/2023
Zip Code,23803,Black,20-Sep,8,17,4/8/2023
Zip Code,23803,Black,20-Oct,6,16,4/8/2023
Zip Code,23803,Black,20-Nov,3,17.75,4/8/2023
Zip Code,23803,Black,20-Dec,1,14.5,4/8/2023
Zip Code,23803,Black,21-Jan,6,16.75,4/8/2023
Zip Code,23803,Black,21-Feb,5,18,4/8/2023
Zip Code,23803,Black,21-Mar,5,11.5,4/8/2023
Zip Code,23803,Black,21-Apr,1,16.5,4/8/2023
Zip Code,23803,Black,21-May,1,16,4/8/2023
Zip Code,23803,Black,21-Jun,5,21.75,4/8/2023
Zip Code,23803,Black,21-Jul,5,20,4/8/2023
Zip Code,23803,Black,21-Aug,5,20,4/8/2023
Zip Code,23803,Black,21-Sep,3,17,4/8/2023
Zip Code,23803,Black,21-Oct,8,16,4/8/2023
Zip Code,23803,Black,21-Nov,2,17.75,4/8/2023
Zip Code,23803,Black,21-Dec,3,14.5,4/8/2023
Zip Code,23803,Black,22-Jan,4,16.75,4/8/2023
Zip Code,23803,Black,22-Feb,24,18,4/8/2023
Zip Code,23803,Black,22-Mar,3,11.5,4/8/2023
Zip Code,23803,Black,22-Apr,18,16.5,4/8/2023
Zip Code,23803,Black,22-May,2,16,4/8/2023
Zip Code,23803,Black,22-Jun,19,21.75,4/8/2023
Zip Code,23803,Black,22-Jul,6,20,4/8/2023
Zip Code,23803,Black,22-Aug,7,20,4/8/2023
Zip Code,23803,Black,22-Sep,5,17,4/8/2023
Zip Code,23803,Black,22-Oct,12,16,4/8/2023
Zip Code,23803,Black,22-Nov,31,17.75,4/8/2023
Zip Code,23803,Black,22-Dec,11,14.5,4/8/2023
Zip Code,23803,Black,23-Jan,40,16.75,4/8/2023
Zip Code,23803,Black,23-Feb,20,18,4/8/2023
Zip Code,23803,Black,23-Mar,21,11.5,4/8/2023
Zip Code,23803,Black,23-Apr,0,1.5,4/8/2023
Zip Code,23831,White,20-Jan,98,87.25,4/8/2023
Zip Code,23831,White,20-Feb,39,74.75,4/8/2023
Zip Code,23831,White,20-Mar,60,57.25,4/8/2023
Zip Code,23831,White,20-Apr,0,65.75,4/8/2023
Zip Code,23831,White,20-May,0,74,4/8/2023
Zip Code,23831,White,20-Jun,25,75.25,4/8/2023
Zip Code,23831,White,20-Jul,18,83.5,4/8/2023
Zip Code,23831,White,20-Aug,7,67.25,4/8/2023
Zip Code,23831,White,20-Sep,22,82.25,4/8/2023
Zip Code,23831,White,20-Oct,55,78.5,4/8/2023
Zip Code,23831,White,20-Nov,13,65.25,4/8/2023
Zip Code,23831,White,20-Dec,5,70.75,4/8/2023
Zip Code,23831,White,21-Jan,5,87.25,4/8/2023
Zip Code,23831,White,21-Feb,2,74.5,4/8/2023
Zip Code,23831,White,21-Mar,12,57.25,4/8/2023
Zip Code,23831,White,21-Apr,6,65.75,4/8/2023
Zip Code,23831,White,21-May,5,74,4/8/2023
Zip Code,23831,White,21-Jun,9,75.25,4/8/2023
Zip Code,23831,White,21-Jul,13,83.5,4/8/2023
Zip Code,23831,White,21-Aug,39,67.25,4/8/2023
Zip Code,23831,White,21-Sep,10,82.25,4/8/2023
Zip Code,23831,White,21-Oct,29,78.5,4/8/2023
Zip Code,23831,White,21-Nov,9,65.25,4/8/2023
Zip Code,23831,White,21-Dec,9,70.75,4/8/2023
Zip Code,23831,White,22-Jan,36,87.25,4/8/2023
Zip Code,23831,White,22-Feb,33,74.5,4/8/2023
Zip Code,23831,White,22-Mar,42,57.25,4/8/2023
Zip Code,23831,White,22-Apr,40,65.75,4/8/2023
Zip Code,23831,White,22-May,57,74,4/8/2023
Zip Code,23831,White,22-Jun,52,75.25,4/8/2023
Zip Code,23831,White,22-Jul,58,83.5,4/8/2023
Zip Code,23831,White,22-Aug,106,67.25,4/8/2023
Zip Code,23831,White,22-Sep,75,82.25,4/8/2023
Zip Code,23831,White,22-Oct,62,78.5,4/8/2023
Zip Code,23831,White,22-Nov,32,65.25,4/8/2023
Zip Code,23831,White,22-Dec,89,70.75,4/8/2023
Zip Code,23831,White,23-Jan,108,87.25,4/8/2023
Zip Code,23831,White,23-Feb,95,74.5,4/8/2023
Zip Code,23831,White,23-Mar,102,57.25,4/8/2023
Zip Code,23831,White,23-Apr,1,4,4/8/2023
Zip Code,23832,White,20-Jan,29,32.25,4/8/2023
Zip Code,23832,White,20-Feb,25,25.5,4/8/2023
Zip Code,23832,White,20-Mar,4,26.5,4/8/2023
Zip Code,23832,White,20-Apr,0,27.25,4/8/2023
Zip Code,23832,White,20-May,1,20.75,4/8/2023
Zip Code,23832,White,20-Jun,5,31.25,4/8/2023
Zip Code,23832,White,20-Jul,8,30.25,4/8/2023
Zip Code,23832,White,20-Aug,2,36.25,4/8/2023
Zip Code,23832,White,20-Sep,8,29.25,4/8/2023
Zip Code,23832,White,20-Oct,21,31,4/8/2023
Zip Code,23832,White,20-Nov,13,30,4/8/2023
Zip Code,23832,White,20-Dec,3,26.25,4/8/2023
Zip Code,23832,White,21-Jan,3,32.25,4/8/2023
Zip Code,23832,White,21-Feb,2,25.5,4/8/2023
Zip Code,23832,White,21-Mar,9,26.5,4/8/2023
Zip Code,23832,White,21-Apr,1,27.25,4/8/2023
Zip Code,23832,White,21-May,8,20.75,4/8/2023
Zip Code,23832,White,21-Jun,7,31.25,4/8/2023
Zip Code,23832,White,21-Jul,7,30.25,4/8/2023
